OD.plate,OD.row,OD.col,OD600.raw,OD750.raw,Blankstart.600,Blankstart.750,Blankend.600,Blankend.750,note
13.1.2,A,2,0.321,0.268,0.04,0.041,0.04,0.041,
13.1.2,B,2,0.054,0.068,0.039,0.04,0.038,0.039,
13.1.2,C,2,0.043,0.042,0.04,0.039,0.039,0.038,
13.1.2,D,2,0.156,0.139,0.039,0.04,0.038,0.039,
13.1.2,E,2,0.111,0.109,0.04,0.042,0.039,0.041,
13.1.2,F,2,0.113,0.1,0.04,0.042,0.039,0.041,
13.1.2,G,2,0.275,0.236,0.04,0.039,0.039,0.039,
13.1.2,H,2,0.094,0.105,0.04,0.04,0.039,0.038,
13.1.2,A,3,0.124,0.111,0.042,0.042,0.041,0.041,
13.1.2,B,3,0.267,0.234,0.039,0.042,0.039,0.041,
13.1.2,C,3,0.108,0.107,0.04,0.039,0.04,0.038,
13.1.2,D,3,0.077,0.066,0.042,0.04,0.041,0.039,
13.1.2,E,3,0.042,0.04,0.041,0.04,0.041,0.039,
13.1.2,F,3,0.043,0.04,0.047,0.045,0.041,0.039,
13.1.2,G,3,0.042,0.042,0.041,0.041,0.04,0.04,
13.1.2,H,3,0.041,0.04,0.04,0.04,0.045,0.044,
13.1.2,A,4,0.176,0.126,0.041,0.041,0.041,0.041,
13.1.2,B,4,0.15,0.106,0.04,0.042,0.039,0.042,
13.1.2,C,4,0.067,0.058,0.04,0.039,0.04,0.039,
13.1.2,D,4,0.061,0.055,0.042,0.042,0.041,0.041,
13.1.2,E,4,0.045,0.046,0.04,0.043,0.039,0.043,
13.1.2,F,4,0.044,0.044,0.04,0.042,0.039,0.041,
13.1.2,G,4,0.06,0.055,0.039,0.041,0.039,0.04,
13.1.2,H,4,0.057,0.05,0.04,0.039,0.04,0.039,
13.1.2,A,5,0.068,0.054,0.041,0.041,0.04,0.04,
13.1.2,B,5,0.07,0.056,0.039,0.041,0.039,0.04,
13.1.2,C,5,0.056,0.049,0.041,0.039,0.042,0.04,
13.1.2,D,5,0.056,0.052,0.04,0.041,0.039,0.04,
13.1.2,E,5,0.055,0.051,0.04,0.043,0.039,0.042,
13.1.2,F,5,0.055,0.048,0.041,0.041,0.041,0.04,
13.1.2,G,5,0.05,0.048,0.039,0.043,0.039,0.042,
13.1.2,H,5,0.053,0.047,0.042,0.041,0.042,0.041,
13.1.2,A,6,0.055,0.047,0.039,0.039,0.039,0.039,
13.1.2,B,6,0.054,0.047,0.039,0.039,0.038,0.038,
13.1.2,C,6,0.055,0.048,0.041,0.04,0.041,0.039,
13.1.2,D,6,0.053,0.048,0.04,0.04,0.039,0.039,
13.1.2,E,6,0.047,0.043,0.04,0.04,0.04,0.039,
13.1.2,F,6,0.047,0.044,0.04,0.04,0.039,0.039,
13.1.2,G,6,0.054,0.05,0.041,0.042,0.04,0.041,
13.1.2,H,6,0.057,0.051,0.042,0.041,0.042,0.041,
13.1.2,A,7,0.056,0.06,0.04,0.041,0.04,0.04,
13.1.2,B,7,0.057,0.052,0.039,0.039,0.039,0.039,
13.1.2,C,7,0.047,0.044,0.04,0.039,0.039,0.039,
13.1.2,D,7,0.063,0.059,0.04,0.04,0.039,0.039,
13.1.2,E,7,0.05,0.045,0.04,0.04,0.04,0.039,
13.1.2,F,7,0.367,0.336,0.04,0.04,0.039,0.039,
13.1.2,G,7,0.058,0.056,0.046,0.046,0.045,0.044,
13.1.2,H,7,0.053,0.053,0.047,0.049,0.047,0.049,
13.1.2,A,8,0.078,0.073,0.04,0.04,0.04,0.04,
13.1.2,B,8,0.047,0.046,0.04,0.039,0.039,0.038,
13.1.2,C,8,0.152,0.144,0.039,0.039,0.039,0.039,
13.1.2,D,8,0.128,0.123,0.039,0.039,0.038,0.039,
13.1.2,E,8,0.044,0.044,0.042,0.043,0.04,0.041,
13.1.2,F,8,0.083,0.076,0.041,0.042,0.04,0.04,
13.1.2,G,8,0.117,0.1,0.041,0.042,0.041,0.041,
13.1.2,H,8,0.159,0.138,0.043,0.042,0.042,0.041,
13.1.2,A,9,0.056,0.055,0.041,0.041,0.041,0.041,
13.1.2,B,9,0.053,0.053,0.04,0.039,0.039,0.039,
13.1.2,C,9,0.051,0.052,0.04,0.04,0.04,0.039,
13.1.2,D,9,0.044,0.044,0.041,0.041,0.04,0.04,
13.1.2,E,9,0.062,0.067,0.04,0.044,0.04,0.043,
13.1.2,F,9,0.054,0.062,0.04,0.039,0.04,0.039,
13.1.2,G,9,0.264,0.249,0.04,0.042,0.039,0.042,
13.1.2,H,9,0.161,0.156,0.042,0.041,0.041,0.04,
13.1.2,A,10,0.055,0.046,0.04,0.041,0.041,0.04,
13.1.2,B,10,0.057,0.046,0.039,0.04,0.039,0.039,
13.1.2,C,10,0.056,0.046,0.04,0.039,0.039,0.039,
13.1.2,D,10,0.057,0.046,0.043,0.04,0.041,0.039,
13.1.2,E,10,0.058,0.05,0.042,0.043,0.041,0.042,
13.1.2,F,10,0.053,0.044,0.038,0.037,0.04,0.038,
13.1.2,G,10,0.075,0.069,0.042,0.041,0.041,0.04,
13.1.2,H,10,0.099,0.092,0.042,0.04,0.041,0.04,
13.1.2,A,11,0.053,0.048,0.041,0.042,0.041,0.042,
13.1.2,B,11,0.053,0.046,0.044,0.044,0.039,0.04,
13.1.2,C,11,0.062,0.05,0.041,0.04,0.04,0.04,
13.1.2,D,11,0.061,0.049,0.04,0.039,0.039,0.038,
13.1.2,E,11,0.063,0.053,0.041,0.041,0.04,0.041,
13.1.2,F,11,0.064,0.056,0.043,0.045,0.042,0.044,
13.1.2,G,11,0.046,0.044,0.039,0.04,0.039,0.039,
13.1.2,H,11,0.046,0.043,0.041,0.041,0.04,0.04,
13.1.2,A,12,0.05,0.046,0.042,0.041,0.041,0.041,
13.1.2,B,12,0.048,0.043,0.039,0.039,0.039,0.038,
13.1.2,C,12,0.115,0.101,0.039,0.039,0.039,0.039,
13.1.2,D,12,0.054,0.05,0.04,0.039,0.039,0.039,
13.1.2,E,12,0.048,0.044,0.041,0.041,0.04,0.04,
13.1.2,F,12,0.047,0.044,0.041,0.041,0.041,0.04,
13.1.2,G,12,0.045,0.042,0.04,0.039,0.04,0.039,
13.1.2,H,12,0.048,0.044,0.041,0.041,0.041,0.04,
14.1.2,A,1,0.048,0.044,0.04,0.04,0.041,0.04,
14.1.2,B,1,0.049,0.045,0.04,0.04,0.038,0.039,
14.1.2,C,1,0.053,0.046,0.039,0.039,0.039,0.039,
14.1.2,D,1,0.053,0.045,0.039,0.039,0.039,0.038,
14.1.2,E,1,0.054,0.048,0.041,0.042,0.04,0.04,
14.1.2,F,1,0.055,0.048,0.041,0.041,0.04,0.04,
14.1.2,G,1,0.05,0.045,0.04,0.04,0.039,0.039,
14.1.2,H,1,0.047,0.042,0.042,0.042,0.041,0.04,
14.1.2,A,2,0.103,0.141,0.04,0.041,0.04,0.041,
14.1.2,B,2,0.05,0.055,0.039,0.04,0.038,0.039,
14.1.2,C,2,0.051,0.044,0.04,0.039,0.039,0.038,
14.1.2,D,2,0.058,0.061,0.039,0.04,0.038,0.039,
14.1.2,E,2,0.127,0.119,0.04,0.042,0.039,0.041,
14.1.2,F,2,0.053,0.052,0.04,0.042,0.039,0.041,
14.1.2,G,2,0.061,0.062,0.04,0.039,0.039,0.039,
14.1.2,H,2,0.063,0.064,0.04,0.04,0.039,0.038,
14.1.2,A,3,0.058,0.067,0.042,0.042,0.041,0.041,
14.1.2,B,3,0.272,0.245,0.039,0.042,0.039,0.041,
14.1.2,C,3,0.065,0.065,0.04,0.039,0.04,0.038,
14.1.2,D,3,0.15,0.184,0.042,0.04,0.041,0.039,
14.1.2,E,3,0.181,0.171,0.041,0.04,0.041,0.039,
14.1.2,F,3,0.101,0.076,0.047,0.045,0.041,0.039,
14.1.2,G,3,0.044,0.043,0.041,0.041,0.04,0.04,
14.1.2,H,3,0.048,0.046,0.04,0.04,0.045,0.044,
14.1.2,A,4,0.052,0.113,0.041,0.041,0.041,0.041,
14.1.2,B,4,0.122,0.131,0.04,0.042,0.039,0.042,
14.1.2,C,4,0.19,0.21,0.04,0.039,0.04,0.039,
14.1.2,D,4,0.058,0.056,0.042,0.042,0.041,0.041,
14.1.2,E,4,0.04,0.043,0.04,0.043,0.039,0.043,
14.1.2,F,4,0.045,0.048,0.04,0.042,0.039,0.041,
14.1.2,G,4,0.043,0.043,0.039,0.041,0.039,0.04,
14.1.2,H,4,0.041,0.039,0.04,0.039,0.04,0.039,
14.1.2,A,5,0.056,0.056,0.041,0.041,0.04,0.04,
14.1.2,B,5,0.053,0.054,0.039,0.041,0.039,0.04,
14.1.2,C,5,0.053,0.049,0.041,0.039,0.042,0.04,
14.1.2,D,5,0.053,0.054,0.04,0.041,0.039,0.04,
14.1.2,E,5,0.06,0.055,0.04,0.043,0.039,0.042,
14.1.2,F,5,0.063,0.052,0.041,0.041,0.041,0.04,
14.1.2,G,5,0.081,0.072,0.039,0.043,0.039,0.042,
14.1.2,H,5,0.1,0.105,0.042,0.041,0.042,0.041,
14.1.2,A,6,0.209,0.184,0.039,0.039,0.039,0.039,
14.1.2,B,6,0.146,0.241,0.039,0.039,0.038,0.038,
14.1.2,C,6,0.222,0.167,0.041,0.04,0.041,0.039,
14.1.2,D,6,0.069,0.108,0.04,0.04,0.039,0.039,
14.1.2,E,6,0.055,0.1,0.04,0.04,0.04,0.039,
14.1.2,F,6,0.203,0.218,0.04,0.04,0.039,0.039,
14.1.2,G,6,0.076,0.07,0.041,0.042,0.04,0.041,
14.1.2,H,6,0.04,0.039,0.042,0.041,0.042,0.041,
14.1.2,A,7,0.086,0.106,0.04,0.041,0.04,0.04,
14.1.2,B,7,0.052,0.048,0.039,0.039,0.039,0.039,
14.1.2,C,7,0.168,0.124,0.04,0.039,0.039,0.039,
14.1.2,D,7,0.065,0.069,0.04,0.04,0.039,0.039,
14.1.2,E,7,0.076,0.083,0.04,0.04,0.04,0.039,
14.1.2,F,7,0.065,0.073,0.04,0.04,0.039,0.039,
14.1.2,G,7,0.068,0.075,0.046,0.046,0.045,0.044,
14.1.2,H,7,0.065,0.071,0.047,0.049,0.047,0.049,
14.1.2,A,8,0.056,0.069,0.04,0.04,0.04,0.04,
14.1.2,B,8,0.047,0.049,0.04,0.039,0.039,0.038,
14.1.2,C,8,0.128,0.132,0.039,0.039,0.039,0.039,
14.1.2,D,8,0.066,0.075,0.039,0.039,0.038,0.039,
14.1.2,E,8,0.059,0.069,0.042,0.043,0.04,0.041,
14.1.2,F,8,0.062,0.073,0.041,0.042,0.04,0.04,
14.1.2,G,8,0.076,0.08,0.041,0.042,0.041,0.041,
14.1.2,H,8,0.113,0.125,0.043,0.042,0.042,0.041,
14.1.2,A,9,0.064,0.105,0.041,0.041,0.041,0.041,
14.1.2,B,9,0.047,0.053,0.04,0.039,0.039,0.039,
14.1.2,C,9,0.042,0.041,0.04,0.04,0.04,0.039,
14.1.2,D,9,0.063,0.077,0.041,0.041,0.04,0.04,
14.1.2,E,9,0.049,0.054,0.04,0.044,0.04,0.043,
14.1.2,F,9,0.084,0.082,0.04,0.039,0.04,0.039,
14.1.2,G,9,0.046,0.05,0.04,0.042,0.039,0.042,
14.1.2,H,9,0.141,0.123,0.042,0.041,0.041,0.04,
14.1.2,A,10,0.04,0.044,0.04,0.041,0.041,0.04,
14.1.2,B,10,0.143,0.059,0.039,0.04,0.039,0.039,
14.1.2,C,10,0.042,0.04,0.04,0.039,0.039,0.039,
14.1.2,D,10,0.048,0.042,0.043,0.04,0.041,0.039,
14.1.2,E,10,0.062,0.062,0.042,0.043,0.041,0.042,
14.1.2,F,10,0.049,0.058,0.038,0.037,0.04,0.038,
14.1.2,G,10,0.057,0.066,0.042,0.041,0.041,0.04,
14.1.2,H,10,0.135,0.163,0.042,0.04,0.041,0.04,
14.1.2,A,11,0.065,0.068,0.041,0.042,0.041,0.042,
14.1.2,B,11,0.065,0.058,0.044,0.044,0.039,0.04,
14.1.2,C,11,0.046,0.044,0.041,0.04,0.04,0.04,
14.1.2,D,11,0.042,0.041,0.04,0.039,0.039,0.038,
14.1.2,E,11,0.054,0.047,0.041,0.041,0.04,0.041,
14.1.2,F,11,0.08,0.076,0.043,0.045,0.042,0.044,
14.1.2,G,11,0.047,0.046,0.039,0.04,0.039,0.039,
14.1.2,H,11,0.046,0.042,0.041,0.041,0.04,0.04,
14.1.2,A,12,0.058,0.063,0.042,0.041,0.041,0.041,
14.1.2,B,12,0.057,0.078,0.039,0.039,0.039,0.038,
14.1.2,C,12,0.154,0.225,0.039,0.039,0.039,0.039,
14.1.2,D,12,0.083,0.129,0.04,0.039,0.039,0.039,
14.1.2,E,12,0.204,0.232,0.041,0.041,0.04,0.04,
14.1.2,F,12,0.179,0.229,0.041,0.041,0.041,0.04,
14.1.2,G,12,0.088,0.108,0.04,0.039,0.04,0.039,
14.1.2,H,12,0.16,0.149,0.041,0.041,0.041,0.04,
15.1.2,A,1,0.457,0.445,0.04,0.04,0.041,0.04,
15.1.2,B,1,0.202,0.2,0.04,0.04,0.038,0.039,
15.1.2,C,1,0.041,0.039,0.039,0.039,0.039,0.039,
15.1.2,D,1,0.044,0.041,0.039,0.039,0.039,0.038,
15.1.2,E,1,0.045,0.044,0.041,0.042,0.04,0.04,
15.1.2,F,1,0.045,0.043,0.041,0.041,0.04,0.04,
15.1.2,G,1,0.263,0.217,0.04,0.04,0.039,0.039,
15.1.2,H,1,0.172,0.148,0.042,0.042,0.041,0.04,
15.1.2,A,2,0.049,0.05,0.04,0.041,0.04,0.041,
15.1.2,B,2,0.046,0.047,0.039,0.04,0.038,0.039,
15.1.2,C,2,0.041,0.041,0.04,0.039,0.039,0.038,
15.1.2,D,2,0.041,0.04,0.039,0.04,0.038,0.039,
15.1.2,E,2,0.042,0.043,0.04,0.042,0.039,0.041,
15.1.2,F,2,0.043,0.044,0.04,0.042,0.039,0.041,
15.1.2,G,2,0.045,0.042,0.04,0.039,0.039,0.039,
15.1.2,H,2,0.044,0.042,0.04,0.04,0.039,0.038,
15.1.2,A,3,0.048,0.05,0.042,0.042,0.041,0.041,
15.1.2,B,3,0.045,0.045,0.039,0.042,0.039,0.041,
15.1.2,C,3,0.052,0.044,0.04,0.039,0.04,0.038,
15.1.2,D,3,0.057,0.046,0.042,0.04,0.041,0.039,
15.1.2,E,3,0.05,0.044,0.041,0.04,0.041,0.039,
15.1.2,F,3,0.053,0.045,0.047,0.045,0.041,0.039,
15.1.2,G,3,0.049,0.044,0.041,0.041,0.04,0.04,
15.1.2,H,3,0.05,0.044,0.04,0.04,0.045,0.044,
15.1.2,A,4,0.054,0.049,0.041,0.041,0.041,0.041,
15.1.2,B,4,0.056,0.051,0.04,0.042,0.039,0.042,
15.1.2,C,4,0.05,0.043,0.04,0.039,0.04,0.039,
15.1.2,D,4,0.051,0.045,0.042,0.042,0.041,0.041,
15.1.2,E,4,0.053,0.051,0.04,0.043,0.039,0.043,
15.1.2,F,4,0.12,0.101,0.04,0.042,0.039,0.041,
15.1.2,G,4,0.048,0.046,0.039,0.041,0.039,0.04,
15.1.2,H,4,0.052,0.048,0.04,0.039,0.04,0.039,
15.1.2,A,5,0.179,0.162,0.041,0.041,0.04,0.04,
15.1.2,B,5,0.093,0.074,0.039,0.041,0.039,0.04,
15.1.2,C,5,0.1,0.076,0.041,0.039,0.042,0.04,
15.1.2,D,5,0.057,0.053,0.04,0.041,0.039,0.04,
15.1.2,E,5,0.056,0.058,0.04,0.043,0.039,0.042,
15.1.2,F,5,0.057,0.05,0.041,0.041,0.041,0.04,
15.1.2,G,5,0.073,0.073,0.039,0.043,0.039,0.042,
15.1.2,H,5,0.09,0.086,0.042,0.041,0.042,0.041,
15.1.2,A,6,0.33,0.289,0.039,0.039,0.039,0.039,
15.1.2,B,6,0.279,0.248,0.039,0.039,0.038,0.038,
15.1.2,C,6,0.043,0.041,0.041,0.04,0.041,0.039,
15.1.2,D,6,0.113,0.104,0.04,0.04,0.039,0.039,
15.1.2,E,6,0.056,0.054,0.04,0.04,0.04,0.039,
15.1.2,F,6,0.123,0.135,0.04,0.04,0.039,0.039,
15.1.2,G,6,0.046,0.044,0.041,0.042,0.04,0.041,
15.1.2,H,6,0.076,0.074,0.042,0.041,0.042,0.041,
15.1.2,A,7,0.055,0.053,0.04,0.041,0.04,0.04,
15.1.2,B,7,0.051,0.046,0.039,0.039,0.039,0.039,
15.1.2,C,7,0.06,0.058,0.04,0.039,0.039,0.039,
15.1.2,D,7,0.11,0.097,0.04,0.04,0.039,0.039,
15.1.2,E,7,0.06,0.053,0.04,0.04,0.04,0.039,
15.1.2,F,7,0.045,0.04,0.04,0.04,0.039,0.039,
15.1.2,G,7,0.052,0.047,0.046,0.046,0.045,0.044,
15.1.2,H,7,0.063,0.059,0.047,0.049,0.047,0.049,
15.1.2,A,8,0.042,0.041,0.04,0.04,0.04,0.04,
15.1.2,B,8,0.07,0.064,0.04,0.039,0.039,0.038,
15.1.2,C,8,0.041,0.04,0.039,0.039,0.039,0.039,
15.1.2,D,8,0.041,0.041,0.039,0.039,0.038,0.039,
15.1.2,E,8,0.046,0.043,0.042,0.043,0.04,0.041,
15.1.2,F,8,0.045,0.041,0.041,0.042,0.04,0.04,
15.1.2,G,8,0.043,0.046,0.041,0.042,0.041,0.041,
15.1.2,H,8,0.045,0.043,0.043,0.042,0.042,0.041,
15.1.2,A,9,0.052,0.048,0.041,0.041,0.041,0.041,
15.1.2,B,9,0.056,0.048,0.04,0.039,0.039,0.039,
15.1.2,C,9,0.127,0.125,0.04,0.04,0.04,0.039,
15.1.2,D,9,0.134,0.105,0.041,0.041,0.04,0.04,
15.1.2,E,9,0.194,0.163,0.04,0.044,0.04,0.043,
15.1.2,F,9,0.111,0.094,0.04,0.039,0.04,0.039,
15.1.2,G,9,0.059,0.05,0.04,0.042,0.039,0.042,
15.1.2,H,9,0.059,0.047,0.042,0.041,0.041,0.04,
15.1.2,A,10,0.108,0.119,0.04,0.041,0.041,0.04,
15.1.2,B,10,0.07,0.061,0.039,0.04,0.039,0.039,
15.1.2,C,10,0.054,0.045,0.04,0.039,0.039,0.039,
15.1.2,D,10,0.054,0.046,0.043,0.04,0.041,0.039,
15.1.2,E,10,0.049,0.046,0.042,0.043,0.041,0.042,
15.1.2,F,10,0.048,0.042,0.038,0.037,0.04,0.038,
15.1.2,G,10,0.056,0.048,0.042,0.041,0.041,0.04,
15.1.2,H,10,0.062,0.051,0.042,0.04,0.041,0.04,
15.1.2,A,11,0.066,0.072,0.041,0.042,0.041,0.042,
15.1.2,B,11,0.126,0.129,0.044,0.044,0.039,0.04,
15.1.2,C,11,0.049,0.05,0.041,0.04,0.04,0.04,
15.1.2,D,11,0.059,0.053,0.04,0.039,0.039,0.038,
15.1.2,E,11,0.051,0.055,0.041,0.041,0.04,0.041,
15.1.2,F,11,0.061,0.064,0.043,0.045,0.042,0.044,
15.1.2,G,11,0.043,0.045,0.039,0.04,0.039,0.039,
15.1.2,H,11,0.096,0.1,0.041,0.041,0.04,0.04,
15.1.2,A,12,0.048,0.05,0.042,0.041,0.041,0.041,
15.1.2,B,12,0.04,0.038,0.039,0.039,0.039,0.038,
15.1.2,C,12,0.153,0.115,0.039,0.039,0.039,0.039,
15.1.2,D,12,0.087,0.102,0.04,0.039,0.039,0.039,
15.1.2,E,12,0.164,0.131,0.041,0.041,0.04,0.04,
15.1.2,F,12,0.126,0.12,0.041,0.041,0.041,0.04,
15.1.2,G,12,0.151,0.128,0.04,0.039,0.04,0.039,
15.1.2,H,12,0.141,0.12,0.041,0.041,0.041,0.04,
16.1.2,A,1,0.068,0.056,0.04,0.04,0.041,0.04,
16.1.2,B,1,0.068,0.058,0.04,0.04,0.038,0.039,
16.1.2,C,1,0.281,0.243,0.039,0.039,0.039,0.039,
16.1.2,D,1,0.042,0.051,0.039,0.039,0.039,0.038,
16.1.2,E,1,0.066,0.056,0.041,0.042,0.04,0.04,
16.1.2,F,1,0.064,0.053,0.041,0.041,0.04,0.04,
16.1.2,G,1,0.053,0.045,0.04,0.04,0.039,0.039,
16.1.2,H,1,0.056,0.047,0.042,0.042,0.041,0.04,
16.1.2,A,2,0.043,0.042,0.04,0.041,0.04,0.041,
16.1.2,B,2,0.043,0.042,0.039,0.04,0.038,0.039,
16.1.2,C,2,0.045,0.042,0.04,0.039,0.039,0.038,
16.1.2,D,2,0.043,0.041,0.039,0.04,0.038,0.039,
16.1.2,E,2,0.042,0.042,0.04,0.042,0.039,0.041,
16.1.2,F,2,0.042,0.042,0.04,0.042,0.039,0.041,
16.1.2,G,2,0.043,0.042,0.04,0.039,0.039,0.039,
16.1.2,H,2,0.043,0.043,0.04,0.04,0.039,0.038,
16.1.2,A,3,0.046,0.12,0.042,0.042,0.041,0.041,
16.1.2,B,3,0.093,0.116,0.039,0.042,0.039,0.041,
16.1.2,C,3,0.043,0.043,0.04,0.039,0.04,0.038,
16.1.2,D,3,0.054,0.052,0.042,0.04,0.041,0.039,
16.1.2,E,3,0.045,0.043,0.041,0.04,0.041,0.039,
16.1.2,F,3,0.175,0.151,0.047,0.045,0.041,0.039,
16.1.2,G,3,0.048,0.046,0.041,0.041,0.04,0.04,
16.1.2,H,3,0.041,0.04,0.04,0.04,0.045,0.044,
16.1.2,A,4,0.049,0.046,0.041,0.041,0.041,0.041,
16.1.2,B,4,0.049,0.047,0.04,0.042,0.039,0.042,
16.1.2,C,4,0.047,0.041,0.04,0.039,0.04,0.039,
16.1.2,D,4,0.049,0.044,0.042,0.042,0.041,0.041,
16.1.2,E,4,0.048,0.046,0.04,0.043,0.039,0.043,
16.1.2,F,4,0.045,0.043,0.04,0.042,0.039,0.041,
16.1.2,G,4,0.047,0.044,0.039,0.041,0.039,0.04,
16.1.2,H,4,0.047,0.041,0.04,0.039,0.04,0.039,
16.1.2,A,5,0.054,0.047,0.041,0.041,0.04,0.04,
16.1.2,B,5,0.052,0.048,0.039,0.041,0.039,0.04,
16.1.2,C,5,0.055,0.046,0.041,0.039,0.042,0.04,
16.1.2,D,5,0.055,0.048,0.04,0.041,0.039,0.04,
16.1.2,E,5,0.054,0.05,0.04,0.043,0.039,0.042,
16.1.2,F,5,0.065,0.052,0.041,0.041,0.041,0.04,
16.1.2,G,5,0.056,0.049,0.039,0.043,0.039,0.042,
16.1.2,H,5,0.055,0.046,0.042,0.041,0.042,0.041,
16.1.2,A,6,0.042,0.04,0.039,0.039,0.039,0.039,
16.1.2,B,6,0.047,0.046,0.039,0.039,0.038,0.038,
16.1.2,C,6,0.041,0.039,0.041,0.04,0.041,0.039,
16.1.2,D,6,0.041,0.04,0.04,0.04,0.039,0.039,
16.1.2,E,6,0.044,0.042,0.04,0.04,0.04,0.039,
16.1.2,F,6,0.041,0.04,0.04,0.04,0.039,0.039,
16.1.2,G,6,0.156,0.141,0.041,0.042,0.04,0.041,
16.1.2,H,6,0.204,0.229,0.042,0.041,0.042,0.041,
16.1.2,A,7,0.191,0.164,0.04,0.041,0.04,0.04,
16.1.2,B,7,0.139,0.117,0.039,0.039,0.039,0.039,
16.1.2,C,7,0.06,0.047,0.04,0.039,0.039,0.039,
16.1.2,D,7,0.062,0.049,0.04,0.04,0.039,0.039,
16.1.2,E,7,0.045,0.042,0.04,0.04,0.04,0.039,
16.1.2,F,7,0.045,0.041,0.04,0.04,0.039,0.039,
16.1.2,G,7,0.098,0.09,0.046,0.046,0.045,0.044,
16.1.2,H,7,0.064,0.057,0.047,0.049,0.047,0.049,
16.1.2,A,8,0.043,0.041,0.04,0.04,0.04,0.04,
16.1.2,B,8,0.045,0.043,0.04,0.039,0.039,0.038,
16.1.2,C,8,0.047,0.046,0.039,0.039,0.039,0.039,
16.1.2,D,8,0.043,0.043,0.039,0.039,0.038,0.039,
16.1.2,E,8,0.049,0.048,0.042,0.043,0.04,0.041,
16.1.2,F,8,0.043,0.042,0.041,0.042,0.04,0.04,
16.1.2,G,8,0.052,0.053,0.041,0.042,0.041,0.041,
16.1.2,H,8,0.05,0.05,0.043,0.042,0.042,0.041,
16.1.2,A,9,0.215,0.188,0.041,0.041,0.041,0.041,
16.1.2,B,9,0.105,0.099,0.04,0.039,0.039,0.039,
16.1.2,C,9,0.056,0.052,0.04,0.04,0.04,0.039,
16.1.2,D,9,0.085,0.077,0.041,0.041,0.04,0.04,
16.1.2,E,9,0.05,0.052,0.04,0.044,0.04,0.043,
16.1.2,F,9,0.135,0.118,0.04,0.039,0.04,0.039,
16.1.2,G,9,0.057,0.08,0.04,0.042,0.039,0.042,
16.1.2,H,9,0.042,0.04,0.042,0.041,0.041,0.04,
16.1.2,A,10,0.044,0.042,0.04,0.041,0.041,0.04,
16.1.2,B,10,0.044,0.042,0.039,0.04,0.039,0.039,
16.1.2,C,10,0.054,0.043,0.04,0.039,0.039,0.039,
16.1.2,D,10,0.052,0.042,0.043,0.04,0.041,0.039,
16.1.2,E,10,0.057,0.049,0.042,0.043,0.041,0.042,
16.1.2,F,10,0.054,0.044,0.038,0.037,0.04,0.038,
16.1.2,G,10,0.056,0.047,0.042,0.041,0.041,0.04,
16.1.2,H,10,0.055,0.047,0.042,0.04,0.041,0.04,
16.1.2,A,11,0.133,0.116,0.041,0.042,0.041,0.042,
16.1.2,B,11,0.066,0.058,0.044,0.044,0.039,0.04,
16.1.2,C,11,0.056,0.046,0.041,0.04,0.04,0.04,
16.1.2,D,11,0.056,0.046,0.04,0.039,0.039,0.038,
16.1.2,E,11,0.055,0.049,0.041,0.041,0.04,0.041,
16.1.2,F,11,0.057,0.051,0.043,0.045,0.042,0.044,
16.1.2,G,11,0.057,0.048,0.039,0.04,0.039,0.039,
16.1.2,H,11,0.052,0.045,0.041,0.041,0.04,0.04,
16.1.2,A,12,0.043,0.041,0.042,0.041,0.041,0.041,
16.1.2,B,12,0.041,0.039,0.039,0.039,0.039,0.038,
16.1.2,C,12,0.253,0.188,0.039,0.039,0.039,0.039,
16.1.2,D,12,0.052,0.049,0.04,0.039,0.039,0.039,
16.1.2,E,12,0.05,0.053,0.041,0.041,0.04,0.04,
16.1.2,F,12,0.05,0.05,0.041,0.041,0.041,0.04,
16.1.2,G,12,0.211,0.2,0.04,0.039,0.04,0.039,
16.1.2,H,12,0.055,0.059,0.041,0.041,0.041,0.04,
17.1.2,A,1,0.06,0.053,0.04,0.04,0.041,0.04,
17.1.2,B,1,0.063,0.053,0.04,0.04,0.038,0.039,
17.1.2,C,1,0.067,0.053,0.039,0.039,0.039,0.039,
17.1.2,D,1,0.065,0.053,0.039,0.039,0.039,0.038,
17.1.2,E,1,0.065,0.055,0.041,0.042,0.04,0.04,
17.1.2,F,1,0.07,0.06,0.041,0.041,0.04,0.04,
17.1.2,G,1,0.073,0.055,0.04,0.04,0.039,0.039,
17.1.2,H,1,0.074,0.057,0.042,0.042,0.041,0.04,
17.1.2,A,2,0.05,0.048,0.04,0.041,0.04,0.041,
17.1.2,B,2,0.05,0.047,0.039,0.04,0.038,0.039,
17.1.2,C,2,0.182,0.164,0.04,0.039,0.039,0.038,
17.1.2,D,2,0.094,0.087,0.039,0.04,0.038,0.039,
17.1.2,E,2,0.059,0.053,0.04,0.042,0.039,0.041,
17.1.2,F,2,0.056,0.051,0.04,0.042,0.039,0.041,
17.1.2,G,2,0.056,0.05,0.04,0.039,0.039,0.039,
17.1.2,H,2,0.056,0.051,0.04,0.04,0.039,0.038,
17.1.2,A,3,0.054,0.066,0.042,0.042,0.041,0.041,
17.1.2,B,3,0.041,0.047,0.039,0.042,0.039,0.041,
17.1.2,C,3,0.048,0.047,0.04,0.039,0.04,0.038,
17.1.2,D,3,0.109,0.095,0.042,0.04,0.041,0.039,
17.1.2,E,3,0.05,0.048,0.041,0.04,0.041,0.039,
17.1.2,F,3,0.053,0.051,0.047,0.045,0.041,0.039,
