notes,Scorer,plate,row,column,ROI,,,,,,,,,,,,,,
,AW,50.2,C,2,121,,,,,,,,,,,,,,
,AW,50.2,C,3,132,,,,,,,,,,,,,,
,AW,50.2,C,4,174,,,,,,,,,,,,,,
,AW,50.2,C,5,125,175,,,,,,,,,,,,,
,AW,50.2,C,6,NA,,,,,,,,,,,,,,
,AW,50.2,D,1,NA,,,,,,,,,,,,,,
,AW,50.2,D,2,144,145,153,,,,,,,,,,,,
,AW,50.2,D,3,146,157,,,,,,,,,,,,,
,AW,50.2,D,4,NA,,,,,,,,,,,,,,
,AW,50.2,D,5,147,,,,,,,,,,,,,,
,AW,50.2,D,6,NA,,,,,,,,,,,,,,
