collector,plate,row,column,ROI,,,,,,,,,,
SP,46.2,B,3,26,17,20,,,,,,,,
SP,46.2,B,2,21,,,,,,,,,,
SP,46.2,B,1,19,24,,,,,,,,,
SP,46.2,A,6,7,3,,,,,,,,,
SP,46.2,A,5,2,6,12,,,,,,,,
SP,46.2,A,4,10,,,,,,,,,,
SP,46.2,A,3,5,8,,,,,,,,,
SP,46.2,A,2,11,,,,,,,,,,
SP,46.2,A,1,9,,,,,,,,,,
SP,47.1,D,6,46,48,,,,,,,,,
SP,47.1,D,5,47,51,,,,,,,,,
SP,47.1,D,4,NA,,,,,,,,,,
SP,47.1,D,3,43,44,49,,,,,,,,
SP,47.1,D,2,42,50,,,,,,,,,
SP,47.1,D,1,45,41,,,,,,,,,
SP,47.1,C,6,32,35,36,40,,,,,,,
SP,47.1,C,5,28,34,,,,,,,,,
SP,47.1,C,4,37,,,,,,,,,,
SP,47.1,C,3,31,39,,,,,,,,,
SP,47.1,C,2,33,,,,,,,,,,
SP,47.1,C,1,29,30,38,,,,,,,,
SP,47.1,B,6,17,,,,,,,,,,
SP,47.1,B,5,21,27,,,,,,,,,
SP,47.1,B,4,20,23,,,,,,,,,
SP,47.1,B,3,19,25,,,,,,,,,
SP,47.1,B,2,18,26,,,,,,,,,
SP,47.1,B,1,22,,,,,,,,,,
SP,47.1,A,6,4,6,14,,,,,,,,
SP,47.1,A,5,2,9,,,,,,,,,
SP,47.1,A,4,11,15,,,,,,,,,
SP,47.1,A,3,5,,,,,,,,,,
SP,47.1,A,2,12,3,,,,,,,,,
SP,47.1,A,1,7,,,,,,,,,,
SP,47.2,D,6,43,51,,,,,,,,,
SP,47.2,D,5,44,,,,,,,,,,
SP,47.2,D,4,NA,,,,,,,,,,
SP,47.2,D,3,45,48,50,,,,,,,,
SP,47.2,D,2,49,46,,,,,,,,,
SP,47.2,D,1,47,,,,,,,,,,
SP,47.2,C,6,34,31,,,,,,,,,
SP,47.2,C,5,30,37,,,,,,,,,
SP,47.2,C,4,35,41,,,,,,,,,
SP,47.2,C,3,29,38,42,,,,,,,,
SP,47.2,C,2,36,33,,,,,,,,,
SP,47.2,C,1,39,32,,,,,,,,,
SP,47.2,B,6,21,,,,,,,,,,
SP,47.2,B,5,20,25,,,,,,,,,
SP,47.2,B,4,19,17,,,,,,,,,
SP,47.2,B,3,22,,,,,,,,,,
SP,47.2,B,2,16,24,27,,,,,,,,
SP,47.2,B,1,23,26,,,,,,,,,
SP,47.2,A,6,11,8,,,,,,,,,
SP,47.2,A,5,4,,,,,,,,,,
SP,47.2,A,4,12,7,,,,,,,,,
SP,47.2,A,3,5,13,,,,,,,,,
SP,47.2,A,2,6,14,,,,,,,,,
SP,47.2,A,1,9,15,,,,,,,,,
SP,48.1,D,6,56,,,,,,,,,,
SP,48.1,D,5,53,58,,,,,,,,,
SP,48.1,D,4,49,60,,,,,,,,,
SP,48.1,D,3,57,54,59,61,,,,,,,
SP,48.1,D,2,50,55,,,,,,,,,
SP,48.1,D,1,51,,,,,,,,,,
SP,48.1,C,6,35,42,48,,,,,,,,
SP,48.1,C,5,41,47,,,,,,,,,
SP,48.1,C,4,39,,,,,,,,,,
SP,48.1,C,3,40,34,45,,,,,,,,
SP,48.1,C,2,37,43,46,,,,,,,,
SP,48.1,C,1,36,38,,,,,,,,,
SP,48.1,B,6,23,28,20,,,,,,,,
SP,48.1,B,5,22,29,33,,,,,,,,
SP,48.1,B,4,19,27,31,,,,,,,,
SP,48.1,B,3,24,32,,,,,,,,,
SP,48.1,B,2,16,18,26,,,,,,,,
SP,48.1,B,1,17,21,25,30,,,,,,,
SP,48.1,A,6,6,12,,,,,,,,,
SP,48.1,A,5,5,14,,,,,,,,,
SP,48.1,A,4,3,10,,,,,,,,,
SP,48.1,A,3,9,11,,,,,,,,,
SP,48.1,A,2,8,,,,,,,,,,
SP,48.1,A,1,2,7,4,,,,,,,,
